doc_name,page_num,sentence_num,sentence
Insomnia disorder  State of the science and challenges for the future,12,25,A meta-analysis of associations between obesity and insomnia diagnosis and symptoms.
Insomnia disorder  State of the science and challenges for the future,12,26,"Sleep Medicine Reviews, 40, 170-182. https://doi.org/10.1016/j.smrv."
Insomnia disorder  State of the science and challenges for the future,12,27,"2017.12.004  Chen, |."
Insomnia disorder  State of the science and challenges for the future,12,28,"Y., Jarrin, D. C., Ivers, H., & Morin, C. M. (2017)."
Insomnia disorder  State of the science and challenges for the future,12,29,Investigating psy- chological and physiological responses to the trier social stress test in young adults with insomnia.
Insomnia disorder  State of the science and challenges for the future,12,30,"Sleep Medicine, 40, 11-22. https://doi."
Insomnia disorder  State of the science and challenges for the future,12,31,"org/10.1016/j.sleep.2017.09.011  Cheng, P., Kalmbach, D. A., Tallent, G., Joseph, C. L., Espie, C. A, & Drake, C. L. (2019)."
Insomnia disorder  State of the science and challenges for the future,12,32,Depression prevention via digital cognitive behav- ioral therapy for insomnia: A randomized controlled trial.
Insomnia disorder  State of the science and challenges for the future,12,33,"Sleep, 42(10), zsz150."
Insomnia disorder  State of the science and challenges for the future,12,34,"https://doi.org/10.1093/sleep/zsz150  Christensen, H., Batterham, P. J., Gosling, J."
Insomnia disorder  State of the science and challenges for the future,12,35,"A., Ritterband, L. M., Griffiths, K. M., Thorndike, F. P., ... Mackinnon, A. J."
Insomnia disorder  State of the science and challenges for the future,12,36,(2016).
Insomnia disorder  State of the science and challenges for the future,12,37,Effective- ness of an online insomnia program (SHUTIi) for prevention of depres- sive episodes (the GoodNight Study): A randomised controlled trial.
Insomnia disorder  State of the science and challenges for the future,12,38,"Lancet Psychiatry, 3(4), 333-341. https://doi.org/10.1016/S2215- 0366(15)00536-2  Christensen, J."
Insomnia disorder  State of the science and challenges for the future,12,39,"A. E., Wassing, R., Wei, Y., Ramautar, J. R., Lakbila- Kamal, O., Jennum, P. J., & Van Someren, E. J. W. (2019)."
Insomnia disorder  State of the science and challenges for the future,12,40,Data-driven analysis of EEG reveals concomitant superficial sleep during deep sleep in insomnia disorder.
Insomnia disorder  State of the science and challenges for the future,12,41,"Frontiers in Neuroscience, 13, 598. https:// doi.org/10.3389/fnins.2019.00598  Cliffe, B., Croker, A., Denne, M., Smith, J., & Stallard, P. (2020)."
Insomnia disorder  State of the science and challenges for the future,12,42,Digital cog- nitive behavioral therapy for insomnia for adolescents with mental health problems: Feasibility open trial.
Insomnia disorder  State of the science and challenges for the future,12,43,"JMIR Mental Health, 7(3), e14842."
Insomnia disorder  State of the science and challenges for the future,12,44,"https://doi.org/10.2196/14842  Colombo, M. A., Ramautar, J. R., Wei, Y., Gomez-Herrero, G., Stoffers, D., Wassing, R., ... Van Someren, E. J. W. (2016)."
Insomnia disorder  State of the science and challenges for the future,12,45,Wake high-density elec- troencephalographic spatiospectral signatures of insomnia.
Insomnia disorder  State of the science and challenges for the future,12,46,"Sleep, 39(5), 1015-1027. https://doi.org/10.5665/sleep.5744  Colombo, M. A., Wei, Y., Ramautar, J. R., Linkenkaer-Hansen, K., Tagliazucchi, E., & Van Someren, E. J. W. (2016)."
Insomnia disorder  State of the science and challenges for the future,12,47,More severe insomnia complaints in people with stronger long-range temporal correlations in wake resting-state EEG.
Insomnia disorder  State of the science and challenges for the future,12,48,"Frontiers in Physiology, 7, 576. https://doi.org/ 10.3389/fphys.2016.00576     oe ale 13 of 18  Daley, M., Morin, C. M., LeBlanc, M., Grégoire, J.-P., & Savard, J."
Insomnia disorder  State of the science and challenges for the future,12,49,(2009).
Insomnia disorder  State of the science and challenges for the future,12,50,"The economic burden of insomnia: Direct and indirect costs for indi- viduals with insomnia syndrome, insomnia symptoms, and good sleepers."
Insomnia disorder  State of the science and challenges for the future,12,51,"Sleep, 32(1), 55-64."
Insomnia disorder  State of the science and challenges for the future,12,52,"Darden, M., Espie, C. A, Carl, J. R., Henry, A. L., Kanady, J. C., Krystal, A. D., & Miller, C. B."
Insomnia disorder  State of the science and challenges for the future,12,53,(2021).
Insomnia disorder  State of the science and challenges for the future,12,54,Cost-effectiveness of digital cog- nitive behavioral therapy (Sleepio) for insomnia: A Markov simulation model in the United States.
Insomnia disorder  State of the science and challenges for the future,12,55,"Sleep, 44(4), zsaa223."
Insomnia disorder  State of the science and challenges for the future,12,56,https://doi.org/10.
Insomnia disorder  State of the science and challenges for the future,12,57,"1093/sleep/zsaa223  De Bruin, E. J., van Steensel, F. J."
Insomnia disorder  State of the science and challenges for the future,12,58,"A, & Meijer, A. M. (2016)."
Insomnia disorder  State of the science and challenges for the future,12,59,Cost- effectiveness of group and internet cognitive behavioral therapy for insomnia in adolescents: Results from a randomized controlled trial.
Insomnia disorder  State of the science and challenges for the future,12,60,"Sleep, 39(8), 1571-1581. https://doi.org/10.5665/sleep.6024  Debener, S., Emkes, R., De Vos, M., & Bleichner, M. (2015)."
Insomnia disorder  State of the science and challenges for the future,12,61,Unobtrusive ambulatory EEG using a smartphone and flexible printed electrodes around the ear.
Insomnia disorder  State of the science and challenges for the future,12,62,"Scientific Reports, 5, 16743. https://doi.org/10.1038/ srep16743  Dekker, K., Benjamins, J. S., Maksimovic, T., Filardi, M., Hofman, W. F., van Straten, A., & Van Someren, E. J. W. (2020)."
Insomnia disorder  State of the science and challenges for the future,12,63,Combined internet-based cognitive-behavioral and chronobiological intervention for insomnia: A randomized controlled trial.
Insomnia disorder  State of the science and challenges for the future,12,64,"Psychotherapy and Psychosomatics, 89(2), 117-118. https://doi.org/10.1159/000503570  Dekker, K., Blanken, T. F., & Van Someren, E. J. W. (2017)."
Insomnia disorder  State of the science and challenges for the future,12,65,Insomnia and personality-a network approach.
Insomnia disorder  State of the science and challenges for the future,12,66,"Brain Sciences, 7(3), E28."
Insomnia disorder  State of the science and challenges for the future,12,67,https://doi.
Insomnia disorder  State of the science and challenges for the future,12,68,"org/10.3390/brainsci7030028  Dodds, K. L., Miller, C. B., Kyle, S. D., Marshall, N. S., & Gordon, C. J."
Insomnia disorder  State of the science and challenges for the future,12,69,(2017).
Insomnia disorder  State of the science and challenges for the future,12,70,Heart rate variability in insomnia patients: A critical review of the literature.
Insomnia disorder  State of the science and challenges for the future,12,71,"Sleep Medicine Reviews, 33, 88-100. https://doi.org/10."
Insomnia disorder  State of the science and challenges for the future,12,72,"1016/j.smrv.2016.06.004  Drake, C. L., Pillai, V., & Roth, T. (2014)."
Insomnia disorder  State of the science and challenges for the future,12,73,Stress and sleep reactivity: A pro- spective investigation of the stress-diathesis model of insomnia.
Insomnia disorder  State of the science and challenges for the future,12,74,"Sleep, 37(8), 1295-1304. https://doi.org/10.5665/sleep.3916  Dressle, R. J., Feige, B., Spiegelhalder, K., Schmucker, C., Benz, F., Mey, N. C., & Riemann, D. (2022)."
Insomnia disorder  State of the science and challenges for the future,12,75,HPA axis activity in patients with chronic insomnia: A systematic review and meta-analysis of case- control studies.
Insomnia disorder  State of the science and challenges for the future,12,76,"Sleep Medicine Reviews, 62, 101588. https://doi.org/ 10.1016/j.smrv.2022.101588  Edinger, J. D., Arnedt, J. T., Bertisch, S. M., Carney, C. E., Harrington, J. J., Lichstein, K. L., ... Martin, J. L. (2021a)."
Insomnia disorder  State of the science and challenges for the future,12,77,Behavioral and psychological treatments for chronic insomnia disorder in adults: An American Acad- emy of sleep medicine clinical practice guideline.
Insomnia disorder  State of the science and challenges for the future,12,78,"Journal of Clinical Sleep Medicine, 17(2), 255-262. https://doi.org/10.5664/jcsm.8986  Edinger, J. D., Arnedt, J. T., Bertisch, S. M., Carney, C. E., Harrington, J. J., Lichstein, K. ."
Insomnia disorder  State of the science and challenges for the future,12,79,"Martin, J. L. (2021b)."
Insomnia disorder  State of the science and challenges for the future,12,80,"Behavioral and psychological treatments for chronic insomnia disorder in adults: An American Acad- emy of Sleep Medicine systematic review, meta-analysis, and GRADE assessment."
Insomnia disorder  State of the science and challenges for the future,12,81,"Journal of Clinical Sleep Medicine, 17(2), 263-298. https:// doi.org/10.5664/jcsm.8988  Edinger, J. D., Wyatt, J. K., Stepanski, E. J., Olsen, M. K., Stechuchak, K. M., Carney, C. E., ... Krystal, A. D. (2011)."
Insomnia disorder  State of the science and challenges for the future,12,82,Testing the reliability and validity of DSM-IV-TR and ICSD-2 insomnia diagnoses: Results of a multitrait- multimethod analysis.
Insomnia disorder  State of the science and challenges for the future,12,83,"Archives of General Psychiatry, 68(10), 992- 1002. https://doi.org/10.1001/archgenpsychiatry.2011.64  Ellis, J. G., Gehrman, P., Espie, C. A., Riemann, D., & Perlis, M. L. (2012)."
Insomnia disorder  State of the science and challenges for the future,12,84,Acute insomnia: Current conceptualizations and future directions.
Insomnia disorder  State of the science and challenges for the future,12,85,"Sleep Medicine Reviews, 16(1), 5-14. https://doi.org/10.1016/j.smrv."
Insomnia disorder  State of the science and challenges for the future,12,86,"2011.02.002  Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,12,87,(2002).
Insomnia disorder  State of the science and challenges for the future,12,88,"Insomnia: Conceptual issues in the development, per- sistence, and treatment of sleep disorder in adults."
Insomnia disorder  State of the science and challenges for the future,12,89,"Annual Review of Psychology, 53, 215-243. https://doi.org/10.1146/annurev.psych.53."
Insomnia disorder  State of the science and challenges for the future,12,90,"100901.135243  Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,12,91,(2009).
Insomnia disorder  State of the science and challenges for the future,12,92,“Stepped care”: A health technology solution for deliv- ering cognitive behavioral therapy as a first line insomnia treatment.
Insomnia disorder  State of the science and challenges for the future,12,93,"Sleep, 32(12), 1549-1558. https://doi.org/10.1093/sleep/32.12.1549            wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     TO 1Mopywos: Kapa: Kreaqrjouruo/     & g E = g C 5  g  a S 8 § 2 & 5 g  &  puoo-pure-stua9} tu  8 g z E a s ."
Insomnia disorder  State of the science and challenges for the future,12,94,9 g i     asuaor7] Suouno aareax ajqvaydde oy) kq pousaro’ am
Insomnia disorder  State of the science and challenges for the future,13,0,RIEMANN er at.
Insomnia disorder  State of the science and challenges for the future,13,1,140f18| EERE.
Insomnia disorder  State of the science and challenges for the future,13,2,"RE SP ily  Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,13,3,(2022).
Insomnia disorder  State of the science and challenges for the future,13,4,A clinician's guide to cognitive and behavioural therapeu- tics (CBTx) for insomnia.
Insomnia disorder  State of the science and challenges for the future,13,5,Cambridge University Press (in press).
Insomnia disorder  State of the science and challenges for the future,13,6,"Espie, C. A., Brooks, D. N., & Lindsay, W. R. (1989)."
Insomnia disorder  State of the science and challenges for the future,13,7,An evaluation of tai- lored psychological treatment of insomnia.
Insomnia disorder  State of the science and challenges for the future,13,8,"Journal of Behavior Therapy and Experimental Psychiatry, 20(2), 143-153. https://doi.org/10.1016/ 0005-7916(89)90047-5  Espie, C. A., Broomfield, N. M., MacMahon, K. M. A., Macphee, L. M., & Taylor, L. M. (2006)."
Insomnia disorder  State of the science and challenges for the future,13,9,The attention-intention-effort pathway in the development of psychophysiologic insomnia: A theoretical review.
Insomnia disorder  State of the science and challenges for the future,13,10,"Sleep Medicine Reviews, 10(4), 215-245. https://doi.org/10.1016/j."
Insomnia disorder  State of the science and challenges for the future,13,11,"smrv.2006.03.002  Espie, C. A, Emsley, R, Kyle, S. D., Gordon, C., Drake, C. L, Siriwardena, A. N., ... Luik, A. I."
Insomnia disorder  State of the science and challenges for the future,13,12,(2019).
Insomnia disorder  State of the science and challenges for the future,13,13,"Effect of digital cognitive behavioral therapy for insomnia on health, psychological well-being, and sleep-related quality of life: A randomized clinical trial."
Insomnia disorder  State of the science and challenges for the future,13,14,"JAMA Psy- chiatry, 76(1), 21-30. https://doi.org/10.1001/jamapsychiatry.2018."
Insomnia disorder  State of the science and challenges for the future,13,15,"2745  Espie, C. A., Hames, P., & McKinstry, B."
Insomnia disorder  State of the science and challenges for the future,13,16,(2013).
Insomnia disorder  State of the science and challenges for the future,13,17,Use of the internet and mobile media for delivery of cognitive behavioral insomnia therapy.
Insomnia disorder  State of the science and challenges for the future,13,18,"Sleep Medicine Clinics, 8(3), 407-419. https://doi.org/10.1016/j.jsmc."
Insomnia disorder  State of the science and challenges for the future,13,19,"2013.06.001  Espie, C. A. Kyle, S. D., Hames, P., Gardani, M., Fleming, L., & Cape, J."
Insomnia disorder  State of the science and challenges for the future,13,20,(2014).
Insomnia disorder  State of the science and challenges for the future,13,21,The sleep condition indicator: A clinical screening tool to eval- uate insomnia disorder.
Insomnia disorder  State of the science and challenges for the future,13,22,"BMJ Open, 4(3), e€004183."
Insomnia disorder  State of the science and challenges for the future,13,23,https://doi.org/10.
Insomnia disorder  State of the science and challenges for the future,13,24,"1136/bmjopen-2013-004183  Espie, C. A., Kyle, S. D., Williams, C., Ong, J. C., Douglas, N. J., Hames, P., & JSL, B."
Insomnia disorder  State of the science and challenges for the future,13,25,(2012).
Insomnia disorder  State of the science and challenges for the future,13,26,"Randomized, placebo-controlled trial of online cognitive behavioral therapy for chronic insomnia disorder delivered via an auto- mated media-rich web application."
Insomnia disorder  State of the science and challenges for the future,13,27,"Sleep, 35(6), 769-781. https://doi."
Insomnia disorder  State of the science and challenges for the future,13,28,"org/10.5665/sleep.1872  Feige, B., Al-Shajlawi, A. Nissen, C., Voderholzer, U., Hornyak, M., Spiegelhalder, K., ... Riemann, D. (2008)."
Insomnia disorder  State of the science and challenges for the future,13,29,Does REM sleep contribute to subjective wake time in primary insomnia?
Insomnia disorder  State of the science and challenges for the future,13,30,A comparison of polys- omnographic and subjective sleep in 100 patients.
Insomnia disorder  State of the science and challenges for the future,13,31,"Journal of Sleep Research, 17(2), 180-190. https://doi.org/10.1111/j.1365-2869.2008."
Insomnia disorder  State of the science and challenges for the future,13,32,"00651.x  Feige, B., Baglioni, C., Boehm, P., Heinrich, A., Trumm, S., Benz, F., ... Riemann, D. (2021)."
Insomnia disorder  State of the science and challenges for the future,13,33,Event-related potentials in insomnia reflect altered perception of sleep.
Insomnia disorder  State of the science and challenges for the future,13,34,"Sleep, 44(10), zsab137."
Insomnia disorder  State of the science and challenges for the future,13,35,https://doi.org/10.
Insomnia disorder  State of the science and challenges for the future,13,36,"1093/sleep/zsab137  Feige, B., Baglioni, C., Spiegelhalder, K., Hirscher, V., Nissen, C., & Riemann, D. (2013)."
Insomnia disorder  State of the science and challenges for the future,13,37,The microstructure of sleep in primary insomnia: An overview and extension.
Insomnia disorder  State of the science and challenges for the future,13,38,"International Journal of Psychophysiology, 89(2), 171-180. https://doi.org/10.1016/j.ijpsycho."
Insomnia disorder  State of the science and challenges for the future,13,39,"2013.04.002  Feige, B., Nanovska, S., Baglioni, C., Bier, B., Cabrera, L., Diemers, S., ... Riemann, D. (2018)."
Insomnia disorder  State of the science and challenges for the future,13,40,Insomnia-perchance a dream?
Insomnia disorder  State of the science and challenges for the future,13,41,Results from a NREM/REM sleep awakening study in good sleepers and patients with insomnia.
Insomnia disorder  State of the science and challenges for the future,13,42,"Sleep, 41(5)."
Insomnia disorder  State of the science and challenges for the future,13,43,"https://doi.org/10.1093/sleep/zsy032  Freeman, D., Sheaves, B., Goodwin, G. M., Yu, L.-M., Nickless, A., Harrison, P. J., ... Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,13,44,(2017).
Insomnia disorder  State of the science and challenges for the future,13,45,The effects of improving sleep on mental health (OASIS): A randomised controlled trial with mediation analysis.
Insomnia disorder  State of the science and challenges for the future,13,46,"Lancet Psychiatry, 4(10), 749-758. https://doi.org/10.1016/ $2215-0366(17)30328-0  Gee, B., Orchard, F., Clarke, E., Joy, A., Clarke, T., & Reynolds, S. (2019)."
Insomnia disorder  State of the science and challenges for the future,13,47,The effect of non-pharmacological sleep interventions on depression symptoms: A meta-analysis of randomised controlled trials.
Insomnia disorder  State of the science and challenges for the future,13,48,"Sleep Medi- cine Reviews, 43, 118-128. https://doi.org/10.1016/j.smrv.2018."
Insomnia disorder  State of the science and challenges for the future,13,49,"09.004  Ginsburg, G. S., & Willard, H. F. (2009)."
Insomnia disorder  State of the science and challenges for the future,13,50,Genomic and personalized medi- cine: Foundations and applications.
Insomnia disorder  State of the science and challenges for the future,13,51,"Translational Research, 154(6), 277-287. https://doi.org/10.1016/j.trsl.2009.09.005  Goldstein, A. N., & Walker, M. P. (2014)."
Insomnia disorder  State of the science and challenges for the future,13,52,The role of sleep in emotional brain function.
Insomnia disorder  State of the science and challenges for the future,13,53,"Annual Review of Clinical Psychology, 10, 679-708. https://doi.org/10.1146/annurev-clinpsy-032813-153716  Hagger, M. S. (2010)."
Insomnia disorder  State of the science and challenges for the future,13,54,"Sleep, self-regulation, self-control and health."
Insomnia disorder  State of the science and challenges for the future,13,55,"Stress and Health, 26(3), 181-185. https://doi.org/10.1002/smi.1345  Halonen, R., Kuula, L., Makkonen, T., Kauramaki, J., & Pesonen, A.-K. (2021)."
Insomnia disorder  State of the science and challenges for the future,13,56,Self-conscious affect is modulated by rapid eye movement sleep but not by targeted memory reactivation-a pilot study.
Insomnia disorder  State of the science and challenges for the future,13,57,"Frontiers in Psychology, 12, 730924. https://doi.org/10.3389/fpsyg.2021."
Insomnia disorder  State of the science and challenges for the future,13,58,"730924  Hammerschlag, A. R., Stringer, S., de Leeuw, C. A. Sniekers, S., Taskesen, E., Watanabe, K., Blanken, T. F., Dekker, K., te Lindert, B. H. W., Wassing, R., Jonsdottir, |., Thorleifsson, G., Stefansson, H., Gislason, T., Berger, K., Schormair, B., Wellmann, J., Winkelmann, J., Stefansson, K., ... Posthuma, D. (2017)."
Insomnia disorder  State of the science and challenges for the future,13,59,Genome-wide association analysis of insomnia complaints identifies risk genes and genetic overlap with psychiatric and metabolic traits.
Insomnia disorder  State of the science and challenges for the future,13,60,"Nature Genetics, 49, 1584-1592."
Insomnia disorder  State of the science and challenges for the future,13,61,"Harris, K., Spiegelhalder, K., Espie, C. A. MacMahon, K. M. A, Woods, H. C., & Kyle, S. D. (2015)."
Insomnia disorder  State of the science and challenges for the future,13,62,Sleep-related attentional bias in insomnia: A state-of-the-science review.
Insomnia disorder  State of the science and challenges for the future,13,63,"Clinical Psychology Review, 42, 16-27. https://doi.org/10.1016/j.cpr.2015.08.001  Harvey, A. G. (2002)."
Insomnia disorder  State of the science and challenges for the future,13,64,A cognitive model of insomnia.
Insomnia disorder  State of the science and challenges for the future,13,65,"Behaviour Research and Therapy, 40(8), 869-893. https://doi.org/10.1016/SO0005-7967 (01)00061-4  Harvey, A. G., Dong, L., Hein, K., Yu, S. H., Martinez, A. J., Gumport, N. B., .. Buysse, D. J."
Insomnia disorder  State of the science and challenges for the future,13,66,(2021).
Insomnia disorder  State of the science and challenges for the future,13,67,A randomized controlled trial of the Trans- diagnostic Intervention for Sleep and Circadian Dysfunction (TranS-C) to improve serious mental illness outcomes in a community setting.
Insomnia disorder  State of the science and challenges for the future,13,68,"Journal of Consulting and Clinical Psychology, 89(6), 537-550. https:// doi.org/10.1037/ccp0000650  Harvey, A. G., Murray, G., Chandler, R. A., & Soehner, A."
Insomnia disorder  State of the science and challenges for the future,13,69,(2011).
Insomnia disorder  State of the science and challenges for the future,13,70,Sleep dis- turbance as transdiagnostic: Consideration of neurobiological mecha- nisms.
Insomnia disorder  State of the science and challenges for the future,13,71,"Clinical Psychology Review, 31(2), 225-235. https://doi.org/10."
Insomnia disorder  State of the science and challenges for the future,13,72,"1016/j.cpr.2010.04.003  Harvey, A. G., & Tang, N. K. (2003)."
Insomnia disorder  State of the science and challenges for the future,13,73,Cognitive behaviour therapy for pri- mary insomnia: Can we rest yet?
Insomnia disorder  State of the science and challenges for the future,13,74,"Sleep Medicine Reviews, 7, 237-262."
Insomnia disorder  State of the science and challenges for the future,13,75,"Hasan, F., Tu, Y.-K., Yang, C.-M., James Gordon, C., Wu, D., Lee, H.-C., ... Chiu, H.-Y."
Insomnia disorder  State of the science and challenges for the future,13,76,(2022).
Insomnia disorder  State of the science and challenges for the future,13,77,Comparative efficacy of digital cognitive behavioral therapy for insomnia: A systematic review and network meta-analysis.
Insomnia disorder  State of the science and challenges for the future,13,78,"Sleep Medicine Reviews, 61, 101567. https://doi.org/10.1016/j.smrv."
Insomnia disorder  State of the science and challenges for the future,13,79,"2021.101567  Henry, A. L., Miller, C. B., Emsley, R., Sheaves, B., Freeman, D., Luik, A. L., ... Espie, C. A."
Insomnia disorder  State of the science and challenges for the future,13,80,(2021).
Insomnia disorder  State of the science and challenges for the future,13,81,Insomnia as a mediating therapeutic target for depressive symptoms: A sub-analysis of participant data from two large randomized controlled trials of a digital sleep intervention.
Insomnia disorder  State of the science and challenges for the future,13,82,"Jour- nal of Sleep Research, 30(1), e13140."
Insomnia disorder  State of the science and challenges for the future,13,83,https://doi.org/10.1111/jsr.
Insomnia disorder  State of the science and challenges for the future,13,84,"13140  Herrero Babiloni, A., Bellemare, A., Beetz, G., Vinet, S.-A., Martel, M. O., Lavigne, G. J., & De Beaumont, L. (2021)."
Insomnia disorder  State of the science and challenges for the future,13,85,The effects of non-invasive brain stimulation on sleep disturbances among different neurological and neuropsychiatric conditions: A systematic review.
Insomnia disorder  State of the science and challenges for the future,13,86,"Sleep Medicine Reviews, 55, 101381. https://doi.org/10.1016/j.smrv.2020.101381  Herring, W. J., Roth, T., Krystal, A. D., & Michelson, D. (2019)."
Insomnia disorder  State of the science and challenges for the future,13,87,Orexin receptor antagonists for the treatment of insomnia and potential treat- ment of other neuropsychiatric indications.
Insomnia disorder  State of the science and challenges for the future,13,88,"Journal of Sleep Research, 28(2), e12782."
Insomnia disorder  State of the science and challenges for the future,13,89,"https://doi.org/10.1111/jsr.12782  Hertenstein, E., Feige, B., Gmeiner, T., Kienzler, C., Spiegelhalder, K., Johann, A., ... Baglioni, C. (2019)."
Insomnia disorder  State of the science and challenges for the future,13,90,Insomnia as a predictor of mental dis- orders: A systematic review and meta-analysis.
Insomnia disorder  State of the science and challenges for the future,13,91,"Sleep Medicine Reviews, 43, 96-105. https://doi.org/10.1016/j.smrv.2018.10.006  Hertenstein, E., Trinca, E., Wunderlin, M., Schneider, C., Ziist, M., Fehér, K., ... Nissen, C. (2022)."
Insomnia disorder  State of the science and challenges for the future,13,92,Cognitive behavioral therapy for insom- nia in patients with mental disorders and comorbid insomnia: A sys- tematic review and meta-analysis.
Insomnia disorder  State of the science and challenges for the future,13,93,"Sleep Medicine Reviews, 62, 101597. https://doi.org/10.1016/j.smrv.2022.101597  Irwin, M. R., Carrillo, C., Sadeghi, N., Bjurstrom, M. F., Breen, E. C, & Olmstead, R. (2022)."
Insomnia disorder  State of the science and challenges for the future,13,94,"Prevention of incident and recurrent major         wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     TO 1Mopywos: Kapa: Kreaqrjouruo/     & g E = g C 5  g  a S 8 § 2 & 5 g  &  puoo-pure-stua9} tu  8 g z E a s ."
Insomnia disorder  State of the science and challenges for the future,13,95,9 g i     asuaor7] Suouno aareax ajqvaydde oy) kq pousaro’ am
Insomnia disorder  State of the science and challenges for the future,14,0,RIEMANN er aL.
Insomnia disorder  State of the science and challenges for the future,14,1,depression in older adults with insomnia: A randomized clinical trial.
Insomnia disorder  State of the science and challenges for the future,14,2,"JAMA Psychiatry, 791), 33-41. https://doi.org/10.1001/ jamapsychiatry.2021.3422  Jain, K. K. (2002)."
Insomnia disorder  State of the science and challenges for the future,14,3,Personalized medicine.
Insomnia disorder  State of the science and challenges for the future,14,4,"Current Opinion in Molecular Ther- apeutics, 4(6), 548-558."
Insomnia disorder  State of the science and challenges for the future,14,5,"Jansen, P. R. Watanabe, K., Stringer, S., Skene, N., Bryois, J., Hammerschlag, A. R., ... Posthuma, D. (2019)."
Insomnia disorder  State of the science and challenges for the future,14,6,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and func- tional pathways."
Insomnia disorder  State of the science and challenges for the future,14,7,"Nature Genetics, 51(3), 394-403. https://doi.org/10."
Insomnia disorder  State of the science and challenges for the future,14,8,"1038/s41588-018-0333-3  Johann, A. F., Hertenstein, E., Kyle, S. D., Baglioni, C., Feige, B., Nissen, C., ... Spiegelhalder, K. (2017)."
Insomnia disorder  State of the science and challenges for the future,14,9,"Insomnia with objective short sleep dura- tion is associated with longer duration of insomnia in the Freiburg insomnia cohort compared to insomnia with normal sleep duration, but not with hypertension."
Insomnia disorder  State of the science and challenges for the future,14,10,"PLoS One, 12(7), e0180339."
Insomnia disorder  State of the science and challenges for the future,14,11,https://doi.
Insomnia disorder  State of the science and challenges for the future,14,12,"org/10.1371/journal.pone.0180339  Kaldo, V., Jernelév, S., Blom, K., Ljdtsson, B., Brodin, M., Jorgensen, M.., ... Lindefors, N. (2015)."
Insomnia disorder  State of the science and challenges for the future,14,13,Guided internet cognitive behavioral therapy for insomnia compared to a control treatment—A randomized trial.
Insomnia disorder  State of the science and challenges for the future,14,14,"Behav- iour Research and Therapy, 71, 90-100. https://doi.org/10.1016/j.brat."
Insomnia disorder  State of the science and challenges for the future,14,15,"2015.06.001  Kallestad, H., Scott, J., Vedaa, @., Lydersen, S., Vethe, D., Morken, G., ... Langsrud, K. (2021)."
Insomnia disorder  State of the science and challenges for the future,14,16,Mode of delivery of cognitive behavioral therapy for insomnia: A randomized controlled non-inferiority trial of digital and face-to-face therapy.
Insomnia disorder  State of the science and challenges for the future,14,17,"Sleep, 44(12), zsab185."
Insomnia disorder  State of the science and challenges for the future,14,18,https://doi.org/10.
Insomnia disorder  State of the science and challenges for the future,14,19,"1093/sleep/zsab185  Kao, C.-H., D'Rozario, A. L., Lovato, N., Wassing, R., Bartlett, D., Memarian, N., ... Gordon, C. J."
Insomnia disorder  State of the science and challenges for the future,14,20,(2021).
Insomnia disorder  State of the science and challenges for the future,14,21,Insomnia subtypes characterised by objective sleep duration and NREM spectral power and the effect of acute sleep restriction: An exploratory analysis.
Insomnia disorder  State of the science and challenges for the future,14,22,"Scientific Reports, 11(1), 24331. https://doi.org/10.1038/s41598-021-03564-6  Kathol, R. G., & Arnedt, J. T. (2016)."
Insomnia disorder  State of the science and challenges for the future,14,23,Cognitive behavioral therapy for chronic insomnia: Confronting the challenges to implementation.
Insomnia disorder  State of the science and challenges for the future,14,24,"Annals of Internal Medicine, 165(2), 149-150. https://doi.org/10.7326/ M16-0359  Kjaerby, C., Andersen, M., Hauglund, N., Ding, F., Wang, W., Xu, Q, ... Nedergaard, M. (2020)."
Insomnia disorder  State of the science and challenges for the future,14,25,Dynamic fluctuations of the locus coeruleus- norepinephrine system underlie sleep state transitions.
Insomnia disorder  State of the science and challenges for the future,14,26,bioRxiv.
Insomnia disorder  State of the science and challenges for the future,14,27,"Kraepelien, M., Forsell, E., & Blom, K. (2022)."
Insomnia disorder  State of the science and challenges for the future,14,28,Large-scale implementation of insomnia treatment in routine psychiatric care: Patient characteris- tics and insomnia-depression comorbidity.
Insomnia disorder  State of the science and challenges for the future,14,29,"Journal of Sleep Research, 31(1), €13448."
Insomnia disorder  State of the science and challenges for the future,14,30,"https://doi.org/10.1111/jsr.13448  Kushida, C. A., Littner, M. R., Morgenthaler, T., Alessi, C. A., Bailey, D., Coleman, J., ..."
Insomnia disorder  State of the science and challenges for the future,14,31,"Wise, M. (2005)."
Insomnia disorder  State of the science and challenges for the future,14,32,Practice parameters for the indications for polysomnography and related procedures: An update for 2005.
Insomnia disorder  State of the science and challenges for the future,14,33,"Sleep, 28(4), 499-521. https://doi.org/10.1093/sleep/28.4.499  Kyle, S. D., Aquino, M. R. J., Miller, C. B., Henry, A. L., Crawford, M. R., Espie, C. A., & Spielman, A. J."
Insomnia disorder  State of the science and challenges for the future,14,34,(2015).
Insomnia disorder  State of the science and challenges for the future,14,35,Towards standardisation and improved understanding of sleep restriction therapy for insomnia dis- order: A systematic examination of CBT-I trial content.
